product_id,id,name,brand,category,price,cpu,gpu,ram,storage_type,storage_capacity,display
"68c5583b9869e837e80ce9b6",65,"Laptop Asus TUF Gaming F16 FX607VU-RL045W (Core 5 210H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","Asus","Gaming",24990000,"Intel® Core™ 5 210H","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","1 x 16GB 5600MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 144Hz, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9b7",66,"Laptop Acer Swift Go 14 SFG14-41-R251 (Ryzen 5 7430U/ Onboard graphics/ 16GB/ 1TB/ Windows 11)","Acer","Ultrabook",16990000,"AMD Ryzen™ 5 7430U","Onboard graphics","16GB Onbard 4800MHz LPDDR4X","","","14"" Full HD (1920 x 1080) IPS, 60Hz, 300 nits, Acer ComfyView, 100% sRGB"
"68c5583b9869e837e80ce9b8",67,"Laptop Asus ExpertBook P1403CVA-i716-50W (i7-13620H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Business",19390000,"Intel® Core™ i7-13620H","Onboard graphics","1 x 16GB DDR5","","","14"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9b9",68,"Laptop Asus Vivobook X1404VA-NK394W (i3-1315U/ Onboard graphics/ 8GB/ 512GB/ Windows 11)","Asus","Student",9990000,"Intel® Core™ i3-1315U","Onboard graphics","8GB Onboard DDR4","","","14"" Full HD (1920 x 1080) TFT, 60Hz, Màn hình chống lóa, 250 nits, 45% NTSC"
"68c5583b9869e837e80ce9ba",69,"Laptop HP Pavilion 16-af0055TU - AY8C4PA (Ultra 5-125U/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office)","HP","Student",18890000,"Intel® Core™ Ultra 5-125U","Onboard graphics","16GB Onboard 7467MHz LPDDR5","","","16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,"
"68c5583b9869e837e80ce9bb",70,"Laptop HP Pavilion 16-af0053TU - AY8C2PA (Ultra 7-155U/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office)","HP","Student",21490000,"Intel® Core™ Ultra 7-155U","Onboard graphics","16GB Onboard 7467MHz LPDDR5","","","16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,"
"68c5583b9869e837e80ce9bc",71,"Laptop HP Victus 16-r0298TX - AE0N5PA (i5-13500HX/ GeForce RTX™ 4060/ 16GB/ 512GB/ Windows 11)","HP","Gaming",27490000,"Intel® Core™ i5-13500HX","GeForce RTX™ 4060 8GB GDDR6, 233 AI TOPS","2 x 8GB 4800MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, Màn hình chống lóa,"
"68c5583b9869e837e80ce9bd",72,"Laptop HP 240 G10 - B93GZAT (i5-1334U/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","HP","Student",15490000,"Intel® Core™ i5-1334U","Onboard graphics","1 x 16GB 3200MHz DDR4","","","14"" Full HD (1920 x 1080) IPS, Màn hình chống lóa, 250 nits, 45% NTSC"
"68c5583b9869e837e80ce9be",73,"Laptop Asus ExpertBook B3405CCA-LY0080W (Ultra 7-255H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Business",28490000,"Intel® Core™ Ultra 7-255H","Onboard graphics","1 x 16GB DDR5","","","14"" WUXGA (1920 x 1200) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9bf",74,"Laptop Asus ExpertBook B3405CCA-LY0077W (Ultra 5-225H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Business",23590000,"Intel® Core™ Ultra 5-225H","Onboard graphics","1 x 16GB DDR5","","","14"" WUXGA (1920 x 1200) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9c0",75,"Laptop Acer Nitro Lite 16 NL16-71G-71UJ (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Acer","Gaming",22390000,"Intel® Core™ i7-13620H","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","16GB (8GB + 8GB Onboard) 5600MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 45% NTSC"
"68c5583b9869e837e80ce9c1",76,"Laptop Acer Aspire Lite 16 G2 AL16-52P-76DU (i7-1355U/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Acer","Student",17090000,"Intel® Core™ i7-1355U","Onboard graphics","1 x 16GB 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa, 300 nits,"
"68c5583b9869e837e80ce9c2",77,"Laptop Acer Aspire 14 AI A14-52M-585Y (Ultra 5-226V/ Onboard graphics/ 16GB/ 1TB/ Windows 11)","Acer","Student",22990000,"Intel® Core™ Ultra 5-226V","Onboard graphics","16GB Onboard 8533MHz LPDDR5x","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 100% DCI-P3"
"68c5583b9869e837e80ce9c3",78,"Laptop Acer Aspire 14 AI A14-52M-71YQ (Ultra 7-256V/ Onboard graphics/ 16GB/ 1TB/ Windows 11)","Acer","Student",25690000,"Intel® Core™ Ultra 7-256V","Onboard graphics","16GB Onboard 8533MHz LPDDR5x","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 100% DCI-P3"
"68c5583b9869e837e80ce9c4",79,"Laptop Lenovo LOQ 15IRX9 - 83DV013PVN (i5-13450HX/ GeForce RTX™ 3050/ 12GB/ 512GB/ Windows 11)","Lenovo","Gaming",22990000,"Intel® Core™ i5-13450HX","GeForce RTX™ 3050 6GB GDDR6, 142 AI TOPs","1 x 12GB 4800MHz DDR5","","","15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9c5",80,"Laptop Gigabyte AORUS 16X ASG-53VNC94SH (i7-14650HX/ GeForce RTX™ 4070/ 16GB/ 1TB/ Windows 11)","Gigabyte","Gaming",39990000,"Intel® Core™ i7-14650HX","GeForce RTX™ 4070 8GB GDDR6, 321 AI TOPs","1 x 16GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 165Hz,"
"68c5583b9869e837e80ce9c6",81,"Laptop Gigabyte G6 KF-H3VN853KH (i7-13620H/ GeForce RTX™ 4060/ 16GB/ 512GB/ Windows 11)","Gigabyte","Gaming",26690000,"Intel® Core™ i7-13620H","GeForce RTX™ 4060 8GB GDDR6, 233 AI TOPS","2 x 8GB 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz,"
"68c5583b9869e837e80ce9c7",82,"Laptop Gigabyte G6 MF-H2VN854KH (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 1TB/ Windows 11)","Gigabyte","Gaming",23990000,"Intel® Core™ i7-13620H","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","2 x 8GB 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz,"
"68c5583b9869e837e80ce9c8",83,"Laptop Acer Aspire 7 A715-59G-57TU (i5-12450H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Acer","Gaming",18990000,"Intel® Core™ i5-12450H","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","1 x 16GB 3200MHz DDR4","","","15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 350 nits, Acer ComfyView, 45% NTSC"
"68c5583b9869e837e80ce9c9",84,"Laptop Acer Aspire 7 A715-59G-73LB (i7-12650H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Acer","Gaming",21990000,"Intel® Core™ i7-12650H","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","1 x 16GB 3200MHz DDR4","","","15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 350 nits, Acer ComfyView, 45% NTSC"
"68c5583b9869e837e80ce9ca",85,"Laptop Asus Vivobook 16X K3605VC-RP431W (Core i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Asus","Gaming",18490000,"Intel® Core™ i5-13420H","GeForce RTX™ 3050 4GB GDDR6, 143 AI TOPs","16GB (8GB + 8GB Onboard) DDR4","","","16"" WUXGA (1920 x 1200) IPS, 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9cb",86,"Laptop Acer Nitro Lite 16 NL16-71G-56WQ (i5-13420H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Acer","Gaming",21390000,"Intel® Core™ i5-13420H","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","16GB (8GB + 8GB Onboard) 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 45% NTSC"
"68c5583b9869e837e80ce9cc",87,"Laptop Lenovo Ideapad Slim 5 14AKP10 - 83HX001JVN (Ryzen AI 7 350/ Onboard graphics/ 32GB/ 1TB/ Windows 11)","Lenovo","Ultrabook",25490000,"AMD Ryzen™ AI 7 350","Onboard graphics&nbsp;","2 x 16GB 5600MHz DDR5","","","14"" WUXGA (1920 x 1200) OLED, Màn hình gương, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9cd",88,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1002PVN (Core i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",18490000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) 4800MHz DDR5","","","15.1"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình chống lóa, 500 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9ce",89,"Laptop Msi VenturePro 16 AI A1VEG-003VN (Ultra 7-155H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","Msi","Gaming",32990000,"Intel® Core™ Ultra 7-155H","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","2 x 8GB 5600MHz DDR5","","","16"" 2K (2048 x 1280) OLED, 120Hz, 100% DCI-P3"
"68c5583b9869e837e80ce9cf",90,"Laptop Lenovo Ideapad Slim 5 14AKP10 - 83HX001KVN (Ryzen AI 5 340/ Onboard graphics/ 24GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",21290000,"AMD Ryzen™ AI 5 340","Onboard graphics","2 x 12GB 4800MHz DDR5","","","14"" WUXGA (1920 x 1200) OLED, Màn hình gương, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9d0",91,"Laptop Lenovo Legion Pro 7 16IAX10H - 83F5008WVN (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11)","Lenovo","Gaming",90990000,"Intel® Core™ Ultra 9-275HX","GeForce RTX™ 5080 16GB GDDR7, 1334 AI TOPS","2 x 16GB 6400MHz DDR5","","","16"" WQXGA (2560 x 1600) OLED, 240Hz, Màn hình gương, 500 nits, G-Sync, 100% DCI-P3"
"68c5583b9869e837e80ce9d1",92,"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K00009VN (i7-13620H/ Onboard graphics/ 24GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",17990000,"Intel® Core™ i7-13620H","Onboard&nbsp;","24GB (16GB + 8GB Onboard) 4800MHz DDR5","","","14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9d2",93,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000GVN (Core i5-13420H/ Onboard graphics/ 24GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",15990000,"Intel® Core™ i5-13420H","Onboard graphics&nbsp;","24GB (16GB + 8GB Onboard) 4800MHz DDR5","","","15.3"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9d3",94,"Laptop HP OmniBook X 14-fe1010QU - B53KBPA (Snapdragon X1P 42 100/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office)","HP","Student",26690000,"Snapdragon X1P 42 100","Onboard&nbsp;","16GB Onboard 8448MHz LPDDR5","","","14"" 2.2K (2240 x 1400) IPS, Màn hình gương, 400 nits,&nbsp;"
"68c5583b9869e837e80ce9d4",95,"Laptop Msi Katana 15 B13VFK-2099VN (i7-13620H/ GeForce RTX™ 4060/ 32GB/ 1TB/ Windows 11)","Msi","Gaming",30390000,"Intel® Core™ i7-13620H","GeForce RTX™ 4060 8GB GDDR6, 233 AI TOPS","2 x 16GB 5200MHz DDR5","","","15.6"" Full HD (1920 x 1080) IPS,"
"68c5583b9869e837e80ce9d5",96,"Apple MacBook Air M3 13.6 inch (8CPU/ 10GPU/ 24GB/ 512GB)","Apple","Ultrabook",30490000,"Apple M3","Onboard graphics","24GB / 512GB SSD","","","13.6"" (2560 x 1664) Liquid Retina"
"68c5583b9869e837e80ce9d6",97,"Apple MacBook Air M3 13.6 inch (8CPU/ 10GPU/ 24GB/ 512GB)","Apple","Ultrabook",29990000,"Apple M3","Onboard graphics","24GB / 512GB SSD","","","13.6"" (2560 x 1664) Liquid Retina"
"68c5583b9869e837e80ce9d7",98,"Laptop Asus Gaming V16 K3607VJ-RP131W (Core 5 210H/ GeForce RTX™ 3050/ 32GB/ 512GB/ Windows 11)","Asus","Gaming",22990000,"Intel® Core™ 5 210H","GeForce RTX™ 3050 6GB GDDR6","2 x 16GB 5600MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 144Hz,&nbsp;"
"68c5583b9869e837e80ce9d8",99,"Laptop HP Victus 16-S1149AX - AZ0D4PA (Ryzen 5 8645HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","HP","Gaming",20990000,"AMD Ryzen™ 5 8645HS","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","2 x 8GB 5600MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9d9",100,"Laptop Acer Aspire 5 A515-58P-9841 (i9-13900H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Acer","Student",19990000,"Intel® Core™ i9-13900H","Onboard&nbsp;","16GB Onboard 5200MHz LPDDR5","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz, Acer ComfyView,&nbsp;"
"68c5583b9869e837e80ce9da",101,"Laptop HP Victus 16-R0366TX - AY8X9PA (i7-13700HX/ GeForce RTX™ 4060/ 16GB/ 512GB/ Windows 11)","HP","Gaming",32990000,"Intel® Core™ i7-13700HX","GeForce RTX™ 4060 8GB GDDR6, 233 AI TOPS","2 x 8GB 4800MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9db",102,"Laptop HP Victus 16-r0369TX - AY8Y2PA (i7-13700HX/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","HP","Gaming",31990000,"Intel® Core™ i7-13700HX","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","2 x 8GB 4800MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9dc",103,"Laptop HP Victus 16-r0378TX - AY8Z4PA (i5-13500HX/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","HP","Gaming",21990000,"Intel® Core™ i5-13500HX","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","2 x 8GB 4800MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9dd",104,"Laptop HP 15-fd0304TU - A2NL5PA (i3-1315U/ Onboard graphics/ 8GB/ 512GB/ Windows 11)","HP","Student",10490000,"Intel® Core™ i3-1315U","Onboard graphics","1 x 8GB 3200MHz DDR4","","","15.6"" Full HD (1920 x 1080) Màn hình chống lóa, 250 nits, 45% NTSC"
"68c5583b9869e837e80ce9de",105,"Laptop HP Victus 16-R0302TX - AE0N9PA (i5-13500HX/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","HP","Gaming",24290000,"Intel® Core™ i5-13500HX","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","2 x 8GB 4800MHz DDR5","","","16.1"" Full HD (1920 x 1080) IPS, 165Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9df",106,"Apple MacBook Air M4 15.3 inch (10CPU/ 10GPU/ 16GB/ 256GB)","Apple","Ultrabook",28990000,"Apple M4","Onboard graphics","16GB / 256GB SSD","","","15.3 inch (2880 x 1864) Liquid Retina"
"68c5583b9869e837e80ce9e0",107,"Apple MacBook Air M4 15.3 inch (10CPU/ 10GPU/ 16GB/ 512GB)","Apple","Ultrabook",33990000,"Apple M4","Onboard graphics","16GB / 512GB SSD","","","15.3"" (2880 x 1864) Liquid Retina"
"68c5583b9869e837e80ce9e1",108,"Apple MacBook Air M4 13.6 inch (10CPU/ 10GPU/ 16GB/ 512GB)","Apple","Ultrabook",29490000,"Apple M4","Onboard graphics","16GB / 512GB SSD","","","13.6"" (2560 x 1664) Liquid Retina"
"68c5583b9869e837e80ce9e2",109,"Apple MacBook Air M4 13.6 inch (10CPU/ 8GPU/ 16GB/ 256GB)","Apple","Ultrabook",24290000,"Apple M4","Onboard graphics","16GB / 256GB SSD","","","13.6 inch (2560 x 1664) Liquid Retina"
"68c5583b9869e837e80ce9e3",110,"Laptop Asus ROG Strix SCAR 16 G635LW-RW175W (Ultra 9 275HX/ GeForce RTX™ 5080/ 64GB/ 4TB/ Windows 11)","Asus","Gaming",111090000,"Intel® Core™ Ultra 9-275HX","GeForce RTX™ 5080 16GB GDDR7","2 x 32GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) Mini LED, 240Hz, Màn hình chống lóa, 1200 nits, G-Sync, 100% DCI-P3"
"68c5583b9869e837e80ce9e4",111,"Laptop Asus ExpertBook P1 P1403CVA-i716-63WS (i7-13620H/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office + Microsoft)","Asus","Business",20390000,"Intel® Core™ i7-13620H","Onboard&nbsp;","1 x 16GB DDR5","","","14"" Full HD (1920 x 1080) 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9e5",112,"Laptop Asus Vivobook 14 X1405VA-LY623W (i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Student",13990000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) DDR4","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9e6",113,"Laptop Asus Vivobook 15 X1504VA-BQ2076W (i5-1334U/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Student",14490000,"Intel® Core™ i5-1334U","Onboard graphics","2 x 8GB DDR4","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz, 45% NTSC"
"68c5583b9869e837e80ce9e7",114,"Laptop Lenovo LOQ 15IAX9E - 83LK0079VN (i5-12450HX/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Lenovo","Gaming",18990000,"Intel® Core™ i5-12450HX","GeForce RTX™ 3050 6GB GDDR6","1 x 16GB 4800MHz DDR5","","","15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9e8",115,"Laptop Acer Aspire Lite 14 AL14-51P-35QD (i3-1305U/ Onboard graphics/ 8GB/ 512GB/ Windows 11)","Acer","Student",10790000,"Intel® Core™ i3-1305U","Onboard graphics","1 x 8GB 4800MHz DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9e9",116,"Laptop Acer Gaming Predator Helios Neo 16 PHN16-72-950P (i9-14900HX/ GeForce RTX™ 4070/ 32GB/ 1TB/ Windows 11)","Acer","Gaming",50390000,"Intel® Core™ i9-14900HX","GeForce RTX™ 4070 8GB GDDR6, 321 AI TOPs","2 x 16GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 240Hz, Màn hình chống lóa, 500 nits, Acer ComfyView, 100% DCI-P3"
"68c5583b9869e837e80ce9ea",117,"Laptop Acer Aspire Lite 15 AL15-71P-517D (i5-12450H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Acer","Student",13790000,"Intel® Core™ i5-12450H","Onboard graphics","1 x 16GB 4800MHz DDR5","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 45% NTSC"
"68c5583b9869e837e80ce9eb",118,"Laptop Asus Vivobook 15 X1502VA-BQ886W (i7-13620H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Student",15990000,"Intel® Core™ i7-13620H","Onboard&nbsp;","16GB (8GB + 8GB Onboard) DDR4","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 250 nits, 45% NTSC"
"68c5583b9869e837e80ce9ec",119,"Laptop Asus Zenbook S 16 OLED UM5606KA-RK113WS (Ryzen AI 7 350/ Onboard graphics/ 24GB/ 1TB/ Windows 11)","Asus","Ultrabook",37990000,"AMD Ryzen™ AI 7 350","Onboard&nbsp;","24GB Onboard LPDDR5x","","","16"" 3K (2880 x 1800) OLED, 120Hz, Màn hình chống lóa, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9ed",120,"Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 - 83J3001DVN (Ryzen 7 7735HS/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",18990000,"AMD Ryzen™ 7 7735HS","Onboard graphics","16GB Onboard 6400MHz LPDDR5x","","","15"" WQXGA (2560 x 1600) OLED, 165Hz, 500 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9ee",121,"Laptop Msi Vector 16 HX AI A2XWHG-010VN (Ultra 7-255HX/ GeForce RTX™ 5070Ti/ 16GB/ 512GB/ Windows 11)","Msi","Gaming",51990000,"Intel® Core™ Ultra 7-255HX","GeForce RTX™ 5070Ti 12GB GDDR7, 992 AI TOPs","2 x 8GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 240Hz, Màn hình chống lóa, 500 nits, 100% sRGB"
"68c5583b9869e837e80ce9ef",122,"Laptop HP ProBook 450 G10 - 9H8V6PT (i5-1340P/ Onboard graphics/ 8GB/ 512GB/ Windows 11)","HP","Business",19990000,"Intel® Core™ i5-1340P","Onboard graphics","1 x 8GB 3200MHz DDR4","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz,"
"68c5583b9869e837e80ce9f0",123,"Laptop Asus TUF Gaming A15 FA506NCR-HN047W (Ryzen 7 7435HS/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Asus","Gaming",21990000,"AMD Ryzen™ 7 7435HS","GeForce RTX™ 3050 4GB GDDR6","1 x 16GB 5600MHz DDR5","","","15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 250 nits, Adaptive Sync,&nbsp;"
"68c5583b9869e837e80ce9f1",124,"Laptop Asus Vivobook S 16 S5606CA-RI114WS (Ultra 5-225H/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office + Microsoft)","Asus","Student",28490000,"Intel® Core™ Ultra 5-225H","Onboard graphics","16GB Onboard","","","16"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9f2",125,"Laptop Acer Aspire Lite 16 AL16-51P-72S2 (i7-1255U/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Acer","Student",15290000,"Intel® Core™ i7-1255U","Onboard graphics","1 x 16GB 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView,"
"68c5583b9869e837e80ce9f3",126,"Laptop Lenovo IdeaPad Slim 3 16IRH10 - 83K20001VN (i7-13620H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",17990000,"Intel® Core™ i7-13620H","Onboard graphics","16GB (8GB + 8GB Onboard) 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9f4",127,"Laptop Lenovo IdeaPad Slim 3 15ABR8 - 82XM00MDVN (Ryzen 5 5625U/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",12290000,"AMD Ryzen™ 5 5625U","Onboard&nbsp;","16GB Onboard 3200MHz DDR4","","","15.6"" Full HD (1920 x 1080) IPS, Màn hình chống lóa, 300 nits,&nbsp;"
"68c5583b9869e837e80ce9f5",128,"Laptop Lenovo IdeaPad Slim 3 14IRH10 - 83K0000BVN (i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",16990000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) 4800MHz DDR5","","","14"" WUXGA (1920 x 1200) OLED, Màn hình chống lóa, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9f6",129,"Laptop Lenovo IdeaPad Slim 3 16IRH10 - 83K20004VN (i7-13620H/ Onboard graphics/ 24GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",18990000,"Intel® Core™ i7-13620H","Onboard graphics","24GB (16GB + 8GB Onboard) 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9f7",130,"Laptop Asus Vivobook S 16 OLED M5606KA-RI016WS (Ryzen AI 7 350/ Onboard graphics/ 24GB/ 512GB/ Windows 11 + Office)","Asus","Student",27690000,"AMD Ryzen™ AI 7 350","Onboard graphics","24GB Onboard LPDDR5x","","","16"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 400 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9f8",131,"Laptop Lenovo IdeaPad Slim 3 16IRH10 - 83K20002VN (i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Ultrabook",15190000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) 4800MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9f9",132,"Laptop Asus Vivobook 14 OLED A1405VA-KM257W (i5-13500H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Student",16990000,"Intel® Core™ i5-13500H","Onboard graphics","2 x 8GB DDR4","","","14"" 2.8K (2880 x 1800) IPS, 90Hz, Màn hình chống lóa, 600 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9fa",133,"Laptop Asus Vivobook 16 M1607KA-MB091WS (Ryzen AI 7 350/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office + Microsoft)","Asus","Student",20690000,"AMD Ryzen™ AI 7 350","Onboard&nbsp;","16GB Onboard DDR5","","","16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
