interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,timestamp
"int_1790176426781_su858djvk","6a833396cee036cbf121a86f","68c5583b9869e837e80cea00","sess_1790176426779_tf1jul8","view",1,116,"2026-08-21T02:19:16.278Z"
"int_1790176426781_c7yqzva3l","6a833396cee036cbf121a86f","68c5583b9869e837e80cea70","sess_1790176426779_tf1jul8","view",1,137,"2026-08-21T02:19:16.278Z"
"int_1790176426781_r6mc7nfh2","6a833396cee036cbf121a86f","68c5583b9869e837e80cea25","sess_1790176426779_tf1jul8","view",1,34,"2026-08-21T02:19:16.278Z"
"int_1790176426781_ygsrtgzz2","6a833396cee036cbf121a86f","68c5583b9869e837e80cea70","sess_1790176426779_tf1jul8","like",3,0,"2026-08-21T02:19:31.278Z"
"int_1790176426921_ghdhi67qm","6a833396cee036cbf121a867","68c5583b9869e837e80cea6d","sess_explore_1790176426921_4r3x2y","view",1,75,"2026-08-21T02:45:50.093Z"
"int_1790176426919_walmzlynb","6a833397cee036cbf121a87d","68c5583b9869e837e80ce9bd","sess_explore_1790176426919_owflk8","view",1,42,"2026-08-21T03:46:49.131Z"
"int_1790176426921_foaszj6ra","6a833397cee036cbf121a879","68c5583b9869e837e80cea6f","sess_explore_1790176426921_fttdwe","view",1,50,"2026-08-21T04:39:51.651Z"
"int_1790176426548_blmf5urip","6a833393cee036cbf121a843","68c5583b9869e837e80ce9a9","sess_1790176426547_8wr99ra","view",1,26,"2026-08-21T05:36:10.460Z"
"int_1790176426548_hmizlclrt","6a833393cee036cbf121a843","68c5583b9869e837e80cea15","sess_1790176426547_8wr99ra","view",1,43,"2026-08-21T05:36:10.460Z"
"int_1790176426548_5k29pythn","6a833393cee036cbf121a843","68c5583b9869e837e80ceab2","sess_1790176426547_8wr99ra","view",1,24,"2026-08-21T05:36:10.460Z"
"int_1790176426548_i1h9p4eyf","6a833393cee036cbf121a843","68c5583b9869e837e80ceab2","sess_1790176426547_8wr99ra","like",3,0,"2026-08-21T05:36:25.460Z"
"int_1790176426548_7p9dzduua","6a833393cee036cbf121a843","68c5583b9869e837e80ce9a9","sess_1790176426547_8wr99ra","add_to_cart",5,0,"2026-08-21T05:36:45.460Z"
"int_1790176426548_10xb2uzpn","6a833393cee036cbf121a843","68c5583b9869e837e80ceab2","sess_1790176426547_8wr99ra","add_to_cart",5,0,"2026-08-21T05:36:45.460Z"
"int_1790176426921_brcc6ffi6","6a833395cee036cbf121a85b","68c5583b9869e837e80cea59","sess_explore_1790176426921_ouxru8","search_click",2,27,"2026-08-21T05:56:42.154Z"
"int_1790176426919_okfcviz0t","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ce9d4","sess_explore_1790176426919_yrnm4j","search_click",2,27,"2026-08-21T08:58:54.282Z"
"int_1790176426925_ylj4mn0pu","6a7fc9164585d7fd0f495064","68c5583b9869e837e80ceaf7","sess_explore_1790176426925_en44jj","view",1,47,"2026-08-21T09:30:38.627Z"
"int_1790176426920_f8o9g9k39","6a833393cee036cbf121a841","68c5583b9869e837e80cea2b","sess_explore_1790176426920_qyy0dt","view",1,78,"2026-08-21T10:01:03.585Z"
"int_1790176426919_er836rriv","6a833395cee036cbf121a85b","68c5583b9869e837e80ce9d3","sess_explore_1790176426919_3qeyfg","search_click",2,70,"2026-08-21T10:30:12.639Z"
"int_1790176426925_h01rwl40e","6a833397cee036cbf121a87d","68c5583b9869e837e80ceaea","sess_explore_1790176426925_hvgn4w","search_click",2,87,"2026-08-21T11:31:47.268Z"
"int_1790176426925_a1jz0x7gm","6a833397cee036cbf121a87d","68c5583b9869e837e80ceaea","sess_explore_1790176426925_hvgn4w","like",3,0,"2026-08-21T11:31:57.268Z"
"int_1790176426922_npq484j23","6a833397cee036cbf121a871","68c5583b9869e837e80ceabc","sess_explore_1790176426922_oklgv4","view",1,79,"2026-08-21T12:19:15.009Z"
"int_1790176426922_192ggfeok","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80cea89","sess_explore_1790176426922_74olam","view",1,30,"2026-08-21T13:12:59.582Z"
"int_1790176426920_ct31h354a","6a833397cee036cbf121a873","68c5583b9869e837e80cea0c","sess_explore_1790176426920_9jpj65","search_click",2,55,"2026-08-21T13:43:27.979Z"
"int_1790176426919_mrrbo053t","6a833396cee036cbf121a869","68c5583b9869e837e80ce991","sess_explore_1790176426919_d2lt83","view",1,32,"2026-08-21T14:33:02.086Z"
"int_1790176426606_wna5j8jt6","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9a6","sess_1790176426604_l641bxq","view",1,31,"2026-08-21T14:42:45.556Z"
"int_1790176426606_lwwdt6eoz","6a833394cee036cbf121a84d","68c5583b9869e837e80ceaf9","sess_1790176426604_l641bxq","view",1,129,"2026-08-21T14:42:45.556Z"
"int_1790176426606_mhrtdjulq","6a833394cee036cbf121a84d","68c5583b9869e837e80ceaba","sess_1790176426604_l641bxq","view",1,79,"2026-08-21T14:42:45.556Z"
"int_1790176426606_m8xjsnurb","6a833394cee036cbf121a84d","68c5583b9869e837e80ce9a6","sess_1790176426604_l641bxq","like",3,0,"2026-08-21T14:43:00.556Z"
"int_1790176426606_qovlcmy7x","6a833394cee036cbf121a84d","68c5583b9869e837e80ceaf9","sess_1790176426604_l641bxq","like",3,0,"2026-08-21T14:43:00.556Z"
"int_1790176426919_jflukhp2s","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9b3","sess_explore_1790176426919_2yg5jb","search_click",2,83,"2026-08-21T15:28:35.406Z"
"int_1790176426921_jn9wxgp6z","6a833393cee036cbf121a835","68c5583b9869e837e80cea52","sess_explore_1790176426921_z83nti","search_click",2,60,"2026-08-21T15:49:32.904Z"
"int_1790176426768_todv5nokz","6a833396cee036cbf121a86d","68c5583b9869e837e80ce994","sess_1790176426765_mt7peou","view",1,147,"2026-08-21T17:09:00.288Z"
"int_1790176426768_dsvxjkt6e","6a833396cee036cbf121a86d","68c5583b9869e837e80ceafe","sess_1790176426765_mt7peou","view",1,31,"2026-08-21T17:09:00.288Z"
"int_1790176426768_m9jqt6ccj","6a833396cee036cbf121a86d","68c5583b9869e837e80ce9e9","sess_1790176426765_mt7peou","view",1,104,"2026-08-21T17:09:00.288Z"
"int_1790176426768_4zdu6bq08","6a833396cee036cbf121a86d","68c5583b9869e837e80ce994","sess_1790176426765_mt7peou","like",3,0,"2026-08-21T17:09:15.288Z"
"int_1790176426768_sizigk7bs","6a833396cee036cbf121a86d","68c5583b9869e837e80ceafe","sess_1790176426765_mt7peou","add_to_cart",5,0,"2026-08-21T17:09:35.288Z"
"int_1790176426923_oarpio3ov","6a833397cee036cbf121a875","68c5583b9869e837e80ceac1","sess_explore_1790176426923_ohivsl","search_click",2,83,"2026-08-21T18:27:50.638Z"
"int_1790176426924_rq2uaslhg","6a833392cee036cbf121a829","68c5583b9869e837e80cead6","sess_explore_1790176426924_l2vj29","view",1,33,"2026-08-21T18:55:26.094Z"
"int_1790176426924_cpbp5h14b","6a833392cee036cbf121a829","68c5583b9869e837e80cead6","sess_explore_1790176426924_l2vj29","like",3,0,"2026-08-21T18:55:36.094Z"
"int_1790176426921_dypsg0a2e","6a833397cee036cbf121a877","68c5583b9869e837e80cea75","sess_explore_1790176426921_9rpsvv","search_click",2,57,"2026-08-21T21:34:55.697Z"
"int_1790176426921_i0juyqkco","6a833397cee036cbf121a877","68c5583b9869e837e80cea75","sess_explore_1790176426921_9rpsvv","like",3,0,"2026-08-21T21:35:05.697Z"
"int_1790176426921_4zmyfvh9e","6a833394cee036cbf121a845","68c5583b9869e837e80cea38","sess_explore_1790176426921_gl4zx9","search_click",2,60,"2026-08-21T22:06:15.681Z"
"int_1790176426920_4yw97l5xz","68e37500fb43e827078c759c","68c5583b9869e837e80cea32","sess_explore_1790176426920_nqhdei","search_click",2,34,"2026-08-21T22:20:04.761Z"
"int_1790176426922_ikq9n9bb9","6a833394cee036cbf121a845","68c5583b9869e837e80cea84","sess_explore_1790176426922_k9i72u","view",1,87,"2026-08-21T22:45:32.145Z"
"int_1790176426922_hjslr0n8j","6a833392cee036cbf121a827","68c5583b9869e837e80ceaa3","sess_explore_1790176426922_e7hg92","search_click",2,52,"2026-08-21T23:57:12.810Z"
"int_1790176426923_bmse607p1","6a833396cee036cbf121a86b","68c5583b9869e837e80ceac6","sess_explore_1790176426923_3yotyd","search_click",2,81,"2026-08-22T00:07:25.293Z"
"int_1790176426923_5749ini4r","6a833396cee036cbf121a86b","68c5583b9869e837e80ceac6","sess_explore_1790176426923_3yotyd","like",3,0,"2026-08-22T00:07:35.293Z"
"int_1790176426318_4ax7self0","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9f3","sess_1790176426314_wgy11xm","view",1,160,"2026-08-22T01:40:39.766Z"
"int_1790176426319_nocnvx98p","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9b9","sess_1790176426314_wgy11xm","view",1,109,"2026-08-22T01:40:39.766Z"
"int_1790176426319_u8twqafhp","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce99f","sess_1790176426314_wgy11xm","view",1,143,"2026-08-22T01:40:39.766Z"
"int_1790176426319_fae9kjfqs","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9c1","sess_1790176426314_wgy11xm","view",1,130,"2026-08-22T01:40:39.766Z"
"int_1790176426319_dy2axf1ox","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9f3","sess_1790176426314_wgy11xm","like",3,0,"2026-08-22T01:40:54.766Z"
"int_1790176426319_0a9fwp92a","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9b9","sess_1790176426314_wgy11xm","like",3,0,"2026-08-22T01:40:54.766Z"
"int_1790176426319_tx71jxvph","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9b9","sess_1790176426314_wgy11xm","add_to_cart",5,0,"2026-08-22T01:41:14.766Z"
"int_1790176426319_2zzn17r2q","6914018db8d9d9ea54857a42","68c5583b9869e837e80ce9b9","sess_1790176426314_wgy11xm","purchase",10,0,"2026-08-22T01:41:39.766Z"
"int_1790176426925_7dg536h89","6a833391cee036cbf121a825","68c5583b9869e837e80ceb02","sess_explore_1790176426925_tmlkzi","view",1,81,"2026-08-22T02:03:14.282Z"
"int_1790176426925_bg227s6u7","6a833391cee036cbf121a825","68c5583b9869e837e80ceb02","sess_explore_1790176426925_tmlkzi","like",3,0,"2026-08-22T02:03:24.282Z"
"int_1790176426922_qheneheru","6a833397cee036cbf121a877","68c5583b9869e837e80cea84","sess_explore_1790176426922_z06liz","view",1,71,"2026-08-22T03:30:24.396Z"
"int_1790176426922_bvwuvksbb","6a833397cee036cbf121a877","68c5583b9869e837e80cea84","sess_explore_1790176426922_z06liz","like",3,0,"2026-08-22T03:30:34.396Z"
"int_1790176426855_bpqw4d8a5","6a833397cee036cbf121a87d","68c5583b9869e837e80cea40","sess_1790176426853_hh7pjz4","view",1,136,"2026-08-22T05:11:47.915Z"
"int_1790176426855_ddj0gdidr","6a833397cee036cbf121a87d","68c5583b9869e837e80ceafe","sess_1790176426853_hh7pjz4","view",1,148,"2026-08-22T05:11:47.915Z"
"int_1790176426855_1w5fvrtqu","6a833397cee036cbf121a87d","68c5583b9869e837e80ce9a4","sess_1790176426853_hh7pjz4","view",1,180,"2026-08-22T05:11:47.915Z"
"int_1790176426855_vy18386dj","6a833397cee036cbf121a87d","68c5583b9869e837e80cea96","sess_1790176426853_hh7pjz4","view",1,73,"2026-08-22T05:11:47.915Z"
"int_1790176426855_hb8lgkqa1","6a833397cee036cbf121a87d","68c5583b9869e837e80ce9ee","sess_1790176426853_hh7pjz4","view",1,162,"2026-08-22T05:11:47.915Z"
"int_1790176426855_tzvq6kzd1","6a833397cee036cbf121a87d","68c5583b9869e837e80cea96","sess_1790176426853_hh7pjz4","like",3,0,"2026-08-22T05:12:02.915Z"
"int_1790176426855_dpp032k71","6a833397cee036cbf121a87d","68c5583b9869e837e80cea40","sess_1790176426853_hh7pjz4","add_to_cart",5,0,"2026-08-22T05:12:22.915Z"
"int_1790176426855_v6jj3gutz","6a833397cee036cbf121a87d","68c5583b9869e837e80cea96","sess_1790176426853_hh7pjz4","add_to_cart",5,0,"2026-08-22T05:12:22.915Z"
"int_1790176426923_o1sm9by5b","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80ceacd","sess_explore_1790176426923_ns55fa","view",1,40,"2026-08-22T05:27:54.027Z"
"int_1790176426461_cb78qdb0h","6a833392cee036cbf121a831","68c5583b9869e837e80cea14","sess_1790176426460_gtb7r7o","view",1,83,"2026-08-22T06:16:38.207Z"
"int_1790176426461_pty95shcq","6a833392cee036cbf121a831","68c5583b9869e837e80ce989","sess_1790176426460_gtb7r7o","view",1,158,"2026-08-22T06:16:38.207Z"
"int_1790176426461_5ig6ierm5","6a833392cee036cbf121a831","68c5583b9869e837e80ce99c","sess_1790176426460_gtb7r7o","view",1,138,"2026-08-22T06:16:38.207Z"
"int_1790176426461_87ulzw7l9","6a833392cee036cbf121a831","68c5583b9869e837e80ce99c","sess_1790176426460_gtb7r7o","add_to_cart",5,0,"2026-08-22T06:17:13.207Z"
"int_1790176426922_hxnez6i06","6a833396cee036cbf121a861","68c5583b9869e837e80cea97","sess_explore_1790176426922_7jlbrk","search_click",2,77,"2026-08-22T08:17:42.319Z"
"int_1790176426922_2sec45ha0","6a833396cee036cbf121a861","68c5583b9869e837e80cea97","sess_explore_1790176426922_7jlbrk","like",3,0,"2026-08-22T08:17:52.319Z"
"int_1790176426924_jnsp1eq2h","6a833393cee036cbf121a837","68c5583b9869e837e80cead6","sess_explore_1790176426924_8yvkea","view",1,89,"2026-08-22T08:29:10.642Z"
"int_1790176426921_n5102jxfr","6a833396cee036cbf121a867","68c5583b9869e837e80cea47","sess_explore_1790176426921_6lamfc","view",1,44,"2026-08-22T08:31:30.683Z"
"int_1790176426921_6tio5ct8m","6a833396cee036cbf121a867","68c5583b9869e837e80cea47","sess_explore_1790176426921_6lamfc","like",3,0,"2026-08-22T08:31:40.683Z"
"int_1790176426924_5wzn4zl3i","6a833395cee036cbf121a859","68c5583b9869e837e80ceae6","sess_explore_1790176426924_9mpnwh","view",1,68,"2026-08-22T08:43:58.045Z"
"int_1790176426713_84qltmkgp","6a833396cee036cbf121a865","68c5583b9869e837e80ceac2","sess_1790176426711_9zbqkum","view",1,106,"2026-08-22T09:44:22.374Z"
"int_1790176426713_tlodxqvjx","6a833396cee036cbf121a865","68c5583b9869e837e80ce9a7","sess_1790176426711_9zbqkum","view",1,135,"2026-08-22T09:44:22.374Z"
"int_1790176426713_6s6fjkf1r","6a833396cee036cbf121a865","68c5583b9869e837e80cea06","sess_1790176426711_9zbqkum","view",1,122,"2026-08-22T09:44:22.374Z"
"int_1790176426713_sr0jg4isr","6a833396cee036cbf121a865","68c5583b9869e837e80cea06","sess_1790176426711_9zbqkum","like",3,0,"2026-08-22T09:44:37.374Z"
"int_1790176426415_oh9qxg91g","6a833392cee036cbf121a82b","68c5583b9869e837e80cea29","sess_1790176426413_n6m9u19","view",1,25,"2026-08-22T10:16:39.783Z"
"int_1790176426415_ccp0ci2ux","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9fc","sess_1790176426413_n6m9u19","view",1,97,"2026-08-22T10:16:39.783Z"
"int_1790176426415_yilyuf2rt","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9de","sess_1790176426413_n6m9u19","view",1,81,"2026-08-22T10:16:39.783Z"
"int_1790176426348_v3mrw2z87","68e37500fb43e827078c759c","68c5583b9869e837e80ce9d7","sess_1790176426345_yjqcpp9","view",1,54,"2026-08-22T10:43:59.760Z"
"int_1790176426348_4ddsx613w","68e37500fb43e827078c759c","68c5583b9869e837e80ce99e","sess_1790176426345_yjqcpp9","view",1,20,"2026-08-22T10:43:59.760Z"
"int_1790176426348_6pdfocv4x","68e37500fb43e827078c759c","68c5583b9869e837e80ce9b2","sess_1790176426345_yjqcpp9","view",1,147,"2026-08-22T10:43:59.760Z"
"int_1790176426348_to7pdufem","68e37500fb43e827078c759c","68c5583b9869e837e80cea41","sess_1790176426345_yjqcpp9","view",1,121,"2026-08-22T10:43:59.760Z"
"int_1790176426348_jb0gga72q","68e37500fb43e827078c759c","68c5583b9869e837e80cea28","sess_1790176426345_yjqcpp9","view",1,75,"2026-08-22T10:43:59.760Z"
"int_1790176426348_arr247mtf","68e37500fb43e827078c759c","68c5583b9869e837e80cea41","sess_1790176426345_yjqcpp9","like",3,0,"2026-08-22T10:44:14.760Z"
"int_1790176426348_a2iwma503","68e37500fb43e827078c759c","68c5583b9869e837e80ce9d7","sess_1790176426345_yjqcpp9","add_to_cart",5,0,"2026-08-22T10:44:34.760Z"
"int_1790176426649_v94wk2yey","6a833395cee036cbf121a853","68c5583b9869e837e80cea7a","sess_1790176426647_dtis9au","view",1,150,"2026-08-22T10:48:12.628Z"
"int_1790176426649_hbuhyg5ap","6a833395cee036cbf121a853","68c5583b9869e837e80ce995","sess_1790176426647_dtis9au","view",1,84,"2026-08-22T10:48:12.628Z"
"int_1790176426649_8vys6wtt7","6a833395cee036cbf121a853","68c5583b9869e837e80cea15","sess_1790176426647_dtis9au","view",1,120,"2026-08-22T10:48:12.628Z"
"int_1790176426922_782tm2rpp","6a833395cee036cbf121a857","68c5583b9869e837e80cea89","sess_explore_1790176426922_3zexdy","search_click",2,38,"2026-08-22T11:31:45.892Z"
"int_1790176426922_k5iqtrvjo","6a833395cee036cbf121a857","68c5583b9869e837e80cea89","sess_explore_1790176426922_3zexdy","like",3,0,"2026-08-22T11:31:55.892Z"
"int_1790176426923_iwbtv8kia","6a833396cee036cbf121a861","68c5583b9869e837e80ceacd","sess_explore_1790176426923_3jvci4","view",1,58,"2026-08-22T12:32:29.727Z"
"int_1790176426925_u36xv3c15","6a833395cee036cbf121a857","68c5583b9869e837e80ceaf5","sess_explore_1790176426925_z9nsxe","view",1,29,"2026-08-22T13:00:24.629Z"
"int_1790176426701_zqpsjbmgb","6a833396cee036cbf121a861","68c5583b9869e837e80cea02","sess_1790176426700_g2el7at","view",1,77,"2026-08-22T13:44:39.117Z"
"int_1790176426701_2tzuygcql","6a833396cee036cbf121a861","68c5583b9869e837e80cea14","sess_1790176426700_g2el7at","view",1,143,"2026-08-22T13:44:39.117Z"
"int_1790176426701_zd552xk3h","6a833396cee036cbf121a861","68c5583b9869e837e80cea03","sess_1790176426700_g2el7at","view",1,42,"2026-08-22T13:44:39.117Z"
"int_1790176426701_u99x0j90r","6a833396cee036cbf121a861","68c5583b9869e837e80ce9e2","sess_1790176426700_g2el7at","view",1,76,"2026-08-22T13:44:39.117Z"
"int_1790176426701_ul41rmqyi","6a833396cee036cbf121a861","68c5583b9869e837e80cea02","sess_1790176426700_g2el7at","like",3,0,"2026-08-22T13:44:54.117Z"
"int_1790176426701_9nermwt49","6a833396cee036cbf121a861","68c5583b9869e837e80cea14","sess_1790176426700_g2el7at","like",3,0,"2026-08-22T13:44:54.117Z"
"int_1790176426701_jgwfddjdy","6a833396cee036cbf121a861","68c5583b9869e837e80cea03","sess_1790176426700_g2el7at","like",3,0,"2026-08-22T13:44:54.117Z"
"int_1790176426701_obium5gtf","6a833396cee036cbf121a861","68c5583b9869e837e80ce9e2","sess_1790176426700_g2el7at","like",3,0,"2026-08-22T13:44:54.117Z"
"int_1790176426923_6fky8ucnr","6a833397cee036cbf121a87d","68c5583b9869e837e80ceabe","sess_explore_1790176426923_f0k43q","view",1,49,"2026-08-22T13:51:57.535Z"
"int_1790176426920_z4jftxgtl","6a833392cee036cbf121a831","68c5583b9869e837e80cea2f","sess_explore_1790176426920_423vnk","view",1,66,"2026-08-22T13:54:00.565Z"
"int_1790176426922_83ey42gq6","6a833395cee036cbf121a857","68c5583b9869e837e80ceabd","sess_explore_1790176426922_l3dngv","search_click",2,72,"2026-08-22T14:10:02.721Z"
"int_1790176426924_uqesjfem6","6a833394cee036cbf121a84b","68c5583b9869e837e80cead0","sess_explore_1790176426924_8nrdie","view",1,34,"2026-08-22T17:28:32.502Z"
"int_1790176426837_emgo68cze","6a833397cee036cbf121a879","68c5583b9869e837e80ce9cd","sess_1790176426834_3kc7o9o","view",1,174,"2026-08-22T17:37:56.273Z"
"int_1790176426837_p2annw8um","6a833397cee036cbf121a879","68c5583b9869e837e80cea04","sess_1790176426834_3kc7o9o","view",1,55,"2026-08-22T17:37:56.273Z"
"int_1790176426837_s9tlnpggs","6a833397cee036cbf121a879","68c5583b9869e837e80ce9f4","sess_1790176426834_3kc7o9o","view",1,160,"2026-08-22T17:37:56.273Z"
"int_1790176426837_jov9nyb61","6a833397cee036cbf121a879","68c5583b9869e837e80ce9a0","sess_1790176426834_3kc7o9o","view",1,39,"2026-08-22T17:37:56.273Z"
"int_1790176426837_j3qhgyxtj","6a833397cee036cbf121a879","68c5583b9869e837e80ce9ed","sess_1790176426834_3kc7o9o","view",1,117,"2026-08-22T17:37:56.273Z"
"int_1790176426837_ql0zn0cze","6a833397cee036cbf121a879","68c5583b9869e837e80ce9cd","sess_1790176426834_3kc7o9o","like",3,0,"2026-08-22T17:38:11.273Z"
"int_1790176426837_f8uflmlno","6a833397cee036cbf121a879","68c5583b9869e837e80ce9f4","sess_1790176426834_3kc7o9o","like",3,0,"2026-08-22T17:38:11.273Z"
"int_1790176426837_ud80og5jg","6a833397cee036cbf121a879","68c5583b9869e837e80ce9a0","sess_1790176426834_3kc7o9o","like",3,0,"2026-08-22T17:38:11.273Z"
"int_1790176426837_xgmton9ue","6a833397cee036cbf121a879","68c5583b9869e837e80ce9a0","sess_1790176426834_3kc7o9o","add_to_cart",5,0,"2026-08-22T17:38:31.273Z"
"int_1790176426837_bj2xg339m","6a833397cee036cbf121a879","68c5583b9869e837e80ce9a0","sess_1790176426834_3kc7o9o","purchase",10,0,"2026-08-22T17:38:56.273Z"
"int_1790176426919_gmh5xtsak","6a833394cee036cbf121a845","68c5583b9869e837e80ce9c8","sess_explore_1790176426919_ro1wqp","search_click",2,50,"2026-08-22T18:54:49.004Z"
"int_1790176426508_75lavobc7","6a833393cee036cbf121a83d","68c5583b9869e837e80ce994","sess_1790176426506_deeetzs","view",1,31,"2026-08-22T19:14:41.702Z"
"int_1790176426508_bddeypy6x","6a833393cee036cbf121a83d","68c5583b9869e837e80ce9ee","sess_1790176426506_deeetzs","view",1,89,"2026-08-22T19:14:41.702Z"
"int_1790176426508_lsiiz58lt","6a833393cee036cbf121a83d","68c5583b9869e837e80ce97a","sess_1790176426506_deeetzs","view",1,176,"2026-08-22T19:14:41.702Z"
"int_1790176426508_dxozbalbp","6a833393cee036cbf121a83d","68c5583b9869e837e80cea9b","sess_1790176426506_deeetzs","view",1,89,"2026-08-22T19:14:41.702Z"
"int_1790176426508_klm2ruq1h","6a833393cee036cbf121a83d","68c5583b9869e837e80cea40","sess_1790176426506_deeetzs","view",1,120,"2026-08-22T19:14:41.702Z"
"int_1790176426508_xcfd5tga1","6a833393cee036cbf121a83d","68c5583b9869e837e80ce994","sess_1790176426506_deeetzs","like",3,0,"2026-08-22T19:14:56.702Z"
"int_1790176426508_bcv1udu9w","6a833393cee036cbf121a83d","68c5583b9869e837e80cea40","sess_1790176426506_deeetzs","like",3,0,"2026-08-22T19:14:56.702Z"
"int_1790176426508_axgcd8fb7","6a833393cee036cbf121a83d","68c5583b9869e837e80cea40","sess_1790176426506_deeetzs","add_to_cart",5,0,"2026-08-22T19:15:16.702Z"
"int_1790176426924_ciaobhhec","6a833394cee036cbf121a847","68c5583b9869e837e80cead8","sess_explore_1790176426924_6qzh6p","view",1,59,"2026-08-22T20:23:23.923Z"
"int_1790176426919_2to4y7uy9","6a833396cee036cbf121a865","68c5583b9869e837e80ce9ce","sess_explore_1790176426919_3c7cp1","view",1,42,"2026-08-22T21:49:06.344Z"
"int_1790176426919_70u6vfal9","6a833396cee036cbf121a865","68c5583b9869e837e80ce9ce","sess_explore_1790176426919_3c7cp1","like",3,0,"2026-08-22T21:49:16.344Z"
"int_1790176426920_oyelgb4bk","6a833396cee036cbf121a867","68c5583b9869e837e80cea33","sess_explore_1790176426920_p0a9mm","search_click",2,62,"2026-08-22T21:54:30.663Z"
"int_1790176426920_uq91il4sv","6a833396cee036cbf121a867","68c5583b9869e837e80cea33","sess_explore_1790176426920_p0a9mm","like",3,0,"2026-08-22T21:54:40.663Z"
"int_1790176426920_mmutoyh1v","6a833393cee036cbf121a837","68c5583b9869e837e80cea20","sess_explore_1790176426920_wbazm6","view",1,66,"2026-08-22T22:08:39.852Z"
"int_1790176426919_sdx503jsv","6a833394cee036cbf121a847","68c5583b9869e837e80ce9a1","sess_explore_1790176426919_yqnbh2","search_click",2,70,"2026-08-22T22:18:32.091Z"
"int_1790176426563_0iwwcqxm3","6a833394cee036cbf121a847","68c5583b9869e837e80cea5a","sess_1790176426559_hw70plp","view",1,152,"2026-08-23T01:30:08.394Z"
"int_1790176426563_pjkcv4ten","6a833394cee036cbf121a847","68c5583b9869e837e80cea0b","sess_1790176426559_hw70plp","view",1,90,"2026-08-23T01:30:08.394Z"
"int_1790176426563_emuby1r92","6a833394cee036cbf121a847","68c5583b9869e837e80ce9ea","sess_1790176426559_hw70plp","view",1,45,"2026-08-23T01:30:08.394Z"
"int_1790176426922_ycsfai5ge","6a833396cee036cbf121a867","68c5583b9869e837e80ceaa2","sess_explore_1790176426922_8pafaq","view",1,68,"2026-08-23T01:30:19.133Z"
"int_1790176426563_7gg1t40gg","6a833394cee036cbf121a847","68c5583b9869e837e80ce9ea","sess_1790176426559_hw70plp","like",3,0,"2026-08-23T01:30:23.394Z"
"int_1790176426922_o97ez9nv3","6a833392cee036cbf121a82b","68c5583b9869e837e80cea86","sess_explore_1790176426922_1dvnzx","search_click",2,81,"2026-08-23T02:17:28.696Z"
"int_1790176426919_y1wbfsc4q","6a833398cee036cbf121a883","68c5583b9869e837e80ce9c3","sess_explore_1790176426919_jk4ja5","search_click",2,60,"2026-08-23T02:23:38.560Z"
"int_1790176426925_3j1ktxjjq","6a7fc9164585d7fd0f495064","68c5583b9869e837e80ceb01","sess_explore_1790176426925_lj7gw5","search_click",2,88,"2026-08-23T02:50:55.130Z"
"int_1790176426925_klamgs1wd","6a7fc9164585d7fd0f495064","68c5583b9869e837e80ceb01","sess_explore_1790176426925_lj7gw5","like",3,0,"2026-08-23T02:51:05.130Z"
"int_1790176426919_arzuckfva","6a833392cee036cbf121a829","68c5583b9869e837e80ce9c3","sess_explore_1790176426919_r4bo94","view",1,74,"2026-08-23T03:02:19.111Z"
"int_1790176426922_3uwn4ngry","6a833393cee036cbf121a839","68c5583b9869e837e80cea8b","sess_explore_1790176426922_k0bjti","view",1,48,"2026-08-23T05:09:17.111Z"
"int_1790176426922_crcjuocvz","6a833393cee036cbf121a839","68c5583b9869e837e80cea8b","sess_explore_1790176426922_k0bjti","like",3,0,"2026-08-23T05:09:27.111Z"
"int_1790176426924_1d6vdan07","6a833398cee036cbf121a881","68c5583b9869e837e80ceae5","sess_explore_1790176426924_b59xcd","search_click",2,38,"2026-08-23T05:43:42.504Z"
"int_1790176426923_ny3ga6rjw","6a83085d4d4fb77855083406","68c5583b9869e837e80ceac6","sess_explore_1790176426923_ibh6y2","view",1,44,"2026-08-23T06:51:38.692Z"
"int_1790176426864_4rt7lkdy3","6a833397cee036cbf121a87d","68c5583b9869e837e80cea7f","sess_1790176426862_oiwjgip","view",1,141,"2026-08-23T07:42:36.215Z"
"int_1790176426864_730usckgc","6a833397cee036cbf121a87d","68c5583b9869e837e80ce986","sess_1790176426862_oiwjgip","view",1,133,"2026-08-23T07:42:36.215Z"
"int_1790176426864_2t4jxet0v","6a833397cee036cbf121a87d","68c5583b9869e837e80ce97d","sess_1790176426862_oiwjgip","view",1,149,"2026-08-23T07:42:36.215Z"
