interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,rating_score,source,timestamp
"int_1786983498406_p6y22258y","6a833393cee036cbf121a83d","68ca54d976a72c2aed452ef8","sess_21a83d_0_1786983498191","add_to_cart",5,0,,"product_detail","2026-07-10T02:22:09.291Z"
"int_1786983498631_73e9q3svv","6a833393cee036cbf121a83d","68ca54d976a72c2aed452f1b","sess_21a83d_1_1786983498477","view",1,15,,"category_browse","2026-07-12T02:27:51.069Z"
"int_1786983498706_z3784kw2k","6a833393cee036cbf121a83d","68ca54d976a72c2aed452edc","sess_21a83d_1_1786983498477","view",1,42,,"category_browse","2026-07-12T02:28:40.241Z"
"int_1786983498548_tdvjgemks","6a833393cee036cbf121a83d","68ca54d976a72c2aed452ee9","sess_21a83d_1_1786983498477","view",1,131,,"recommendation","2026-07-12T02:28:48.863Z"
"int_1786983498477_vcql3v6zu","6a833393cee036cbf121a83d","68ca54d976a72c2aed452fac","sess_21a83d_1_1786983498477","view",1,24,,"category_browse","2026-07-12T02:30:37.045Z"
"int_1786983419013_v5qo4ss3f","6a833392cee036cbf121a831","68ca54d976a72c2aed452e9e","sess_21a831_0_1786983418830","view",1,28,,"category_browse","2026-07-10T09:34:25.999Z"
"int_1786983418891_lj07vtcmw","6a833392cee036cbf121a831","68ca54d976a72c2aed452e78","sess_21a831_0_1786983418830","view",1,30,,"category_browse","2026-07-10T09:34:34.859Z"
"int_1786983418951_6xy5teirg","6a833392cee036cbf121a831","68ca54d976a72c2aed452fa5","sess_21a831_0_1786983418830","view",1,14,,"category_browse","2026-07-10T09:35:08.671Z"
"int_1786983418830_6crs1g0sx","6a833392cee036cbf121a831","68ca54d976a72c2aed452f95","sess_21a831_0_1786983418830","view",1,23,,"category_browse","2026-07-10T09:35:31.392Z"
"int_1786983419067_d72nrwuar","6a833392cee036cbf121a831","68ca54d976a72c2aed452fd2","sess_21a831_0_1786983418830","view",1,17,,"category_browse","2026-07-10T09:36:35.893Z"
"int_1786983419313_0kaog3mrv","6a833392cee036cbf121a831","68ca54d976a72c2aed452f95","sess_21a831_1_1786983419129","view",1,44,,"category_browse","2026-07-11T10:21:14.655Z"
"int_1786983419129_tjen1rw1d","6a833392cee036cbf121a831","68ca54d976a72c2aed452fda","sess_21a831_1_1786983419129","view",1,99,3,"search","2026-07-11T10:22:22.502Z"
"int_1786983419198_2oaz7w7xt","6a833392cee036cbf121a831","68ca54d976a72c2aed452fda","sess_21a831_1_1786983419129","search_click",2,0,3,"product_detail","2026-07-11T10:22:48.164Z"
"int_1786983419256_fbvh9z4rb","6a833392cee036cbf121a831","68ca54d976a72c2aed452fda","sess_21a831_1_1786983419129","add_to_cart",5,0,3,"product_detail","2026-07-11T10:24:55.671Z"
"int_1786983419562_4nd8d0z4y","6a833392cee036cbf121a831","68ca54d976a72c2aed452e78","sess_21a831_2_1786983419373","view",1,37,,"category_browse","2026-07-15T11:07:14.110Z"
"int_1786983419374_feghvyqrb","6a833392cee036cbf121a831","68ca54d976a72c2aed452f6e","sess_21a831_2_1786983419373","view",1,237,,"search","2026-07-15T11:08:19.072Z"
"int_1786983419504_a3qyxmihe","6a833392cee036cbf121a831","68ca54d976a72c2aed452f09","sess_21a831_2_1786983419373","view",1,30,,"category_browse","2026-07-15T11:08:41.093Z"
"int_1786983419429_gpadl6s6j","6a833392cee036cbf121a831","68ca54d976a72c2aed452f6e","sess_21a831_2_1786983419373","add_to_cart",5,0,,"product_detail","2026-07-15T11:09:04.226Z"
"int_1786983419620_i9hq5mxea","6a833392cee036cbf121a831","68ca54d976a72c2aed452f6e","sess_21a831_3_1786983419619","view",1,261,,"search","2026-07-16T11:08:09.436Z"
"int_1786983419679_mktewbm7z","6a833392cee036cbf121a831","68ca54d976a72c2aed452f6e","sess_21a831_3_1786983419619","like",3,0,,"product_detail","2026-07-16T11:08:26.218Z"
"int_1786983419855_0wkqxnxf9","6a833392cee036cbf121a831","68ca54d976a72c2aed452e85","sess_21a831_3_1786983419619","view",1,43,,"category_browse","2026-07-16T11:08:58.765Z"
"int_1786983419792_kqfbzuy7y","6a833392cee036cbf121a831","68ca54d976a72c2aed452f6e","sess_21a831_3_1786983419619","add_to_cart",5,0,,"product_detail","2026-07-16T11:09:07.505Z"
"int_1786983436699_4ad2bmnn0","6a833392cee036cbf121a833","68ca54d976a72c2aed452f32","sess_21a833_0_1786983436636","view",1,36,,"category_browse","2026-07-10T20:09:03.777Z"
"int_1786983436636_p654x6ywv","6a833392cee036cbf121a833","68ca54d976a72c2aed452edc","sess_21a833_0_1786983436636","view",1,34,,"category_browse","2026-07-10T20:09:30.188Z"
"int_1786983436788_7wuans7tu","6a833392cee036cbf121a833","68ca54d976a72c2aed452e95","sess_21a833_1_1786983436788","view",1,23,,"category_browse","2026-07-13T20:34:31.988Z"
"int_1786983436858_q6myxk5pq","6a833392cee036cbf121a833","68ca54d976a72c2aed452eef","sess_21a833_1_1786983436788","view",1,213,,"search","2026-07-13T20:35:11.030Z"
"int_1786983436913_zsk4qmpaw","6a833392cee036cbf121a833","68ca54d976a72c2aed452eef","sess_21a833_1_1786983436788","like",3,0,,"product_detail","2026-07-13T20:35:39.531Z"
"int_1786983437040_nuiiejwxr","6a833392cee036cbf121a833","68ca54d976a72c2aed452e74","sess_21a833_1_1786983436788","view",1,19,,"category_browse","2026-07-13T20:35:41.801Z"
"int_1786983436983_g2rlymf1w","6a833392cee036cbf121a833","68ca54d976a72c2aed452fc1","sess_21a833_1_1786983436788","view",1,25,,"category_browse","2026-07-13T20:36:19.605Z"
"int_1786983437220_lu74s1d8y","6a833392cee036cbf121a833","68ca54d976a72c2aed452f5c","sess_21a833_2_1786983437096","view",1,8,,"category_browse","2026-07-17T21:13:22.971Z"
"int_1786983515804_xjme7s42h","6a833393cee036cbf121a843","68ca54d976a72c2aed452e62","sess_21a843_0_1786983515508","view",1,41,,"category_browse","2026-07-11T11:07:56.516Z"
"int_1786983515873_u9xfddt3e","6a833393cee036cbf121a843","68ca54d976a72c2aed452f16","sess_21a843_0_1786983515508","view",1,264,,"recommendation","2026-07-11T11:08:20.004Z"
"int_1786983515584_xgjca0es5","6a833393cee036cbf121a843","68ca54d976a72c2aed452fac","sess_21a843_0_1786983515508","view",1,247,5,"search","2026-07-11T11:10:22.604Z"
"int_1786983515734_d83gfhwib","6a833393cee036cbf121a843","68ca54d976a72c2aed452ebd","sess_21a843_0_1786983515508","view",1,13,,"category_browse","2026-07-11T11:10:26.156Z"
"int_1786983515508_pqilaycy9","6a833393cee036cbf121a843","68ca54d976a72c2aed452edb","sess_21a843_0_1786983515508","view",1,34,,"category_browse","2026-07-11T11:10:30.879Z"
"int_1786983515661_od9kuutw1","6a833393cee036cbf121a843","68ca54d976a72c2aed452fac","sess_21a843_0_1786983515508","add_to_cart",5,0,5,"product_detail","2026-07-11T11:11:11.392Z"
"int_1786983515942_4o2u2yzci","6a833393cee036cbf121a843","68ca54d976a72c2aed452f41","sess_21a843_1_1786983515941","view",1,36,,"category_browse","2026-07-13T11:57:15.880Z"
"int_1786983516013_h29g5vvw9","6a833393cee036cbf121a843","68ca54d976a72c2aed452fe7","sess_21a843_1_1786983515941","view",1,21,,"category_browse","2026-07-13T11:57:42.174Z"
"int_1786983516082_5aln739cc","6a833393cee036cbf121a843","68ca54d976a72c2aed452ebd","sess_21a843_2_1786983516081","view",1,31,,"category_browse","2026-07-15T12:17:59.363Z"
"int_1786983516156_lq8nsmyuo","6a833393cee036cbf121a843","68ca54d976a72c2aed452efe","sess_21a843_2_1786983516081","view",1,10,,"category_browse","2026-07-15T12:18:05.952Z"
"int_1786983516295_wmiqax6f7","6a833393cee036cbf121a843","68ca54d976a72c2aed452e90","sess_21a843_3_1786983516225","view",1,36,,"category_browse","2026-07-19T12:51:25.934Z"
"int_1786983516363_cexs55vim","6a833393cee036cbf121a843","68ca54d976a72c2aed452e7a","sess_21a843_3_1786983516225","view",1,18,,"category_browse","2026-07-19T12:51:46.233Z"
"int_1786983516225_7banj4jyz","6a833393cee036cbf121a843","68ca54d976a72c2aed452f33","sess_21a843_3_1786983516225","view",1,13,,"category_browse","2026-07-19T12:52:04.605Z"
"int_1786983526693_8xyydrvqq","6a833394cee036cbf121a845","68ca54d976a72c2aed452e6e","sess_21a845_0_1786983526637","view",1,29,,"category_browse","2026-07-11T21:20:41.445Z"
"int_1786983526759_npf40lsj4","6a833394cee036cbf121a845","68ca54d976a72c2aed452e88","sess_21a845_0_1786983526637","view",1,26,,"category_browse","2026-07-11T21:21:42.886Z"
"int_1786983526815_8kg98zet8","6a833394cee036cbf121a845","68ca54d976a72c2aed452eac","sess_21a845_0_1786983526637","view",1,203,,"recommendation","2026-07-11T21:22:00.287Z"
"int_1786983526879_m8whpqv6w","6a833394cee036cbf121a845","68ca54d976a72c2aed452eac","sess_21a845_0_1786983526637","like",3,0,,"product_detail","2026-07-11T21:22:29.687Z"
"int_1786983526637_koa3j05an","6a833394cee036cbf121a845","68ca54d976a72c2aed452f64","sess_21a845_0_1786983526637","view",1,30,,"category_browse","2026-07-11T21:23:17.813Z"
"int_1786983527046_nf4b79war","6a833394cee036cbf121a845","68ca54d976a72c2aed452ee8","sess_21a845_1_1786983526933","view",1,169,,"search","2026-07-14T21:21:41.420Z"
"int_1786983527101_xdghftvv2","6a833394cee036cbf121a845","68ca54d976a72c2aed452ee8","sess_21a845_1_1786983526933","search_click",2,0,,"product_detail","2026-07-14T21:21:47.945Z"
"int_1786983526933_74blo9i06","6a833394cee036cbf121a845","68ca54d976a72c2aed452eb8","sess_21a845_1_1786983526933","view",1,25,,"category_browse","2026-07-14T21:21:54.986Z"
"int_1786983479720_5yxkrulmi","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_0_1786983479719","view",1,112,,"recommendation","2026-07-12T04:53:14.220Z"
"int_1786983479780_r23a4pot9","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_0_1786983479719","view",1,90,,"search","2026-07-12T04:54:23.977Z"
"int_1786983479842_u82r1hxjf","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_0_1786983479719","search_click",2,0,,"product_detail","2026-07-12T04:54:53.332Z"
"int_1786983479964_kfzl2zgil","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_1_1786983479903","view",1,247,,"search","2026-07-14T05:28:18.956Z"
"int_1786983479904_3brllg30v","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_1_1786983479903","view",1,98,,"search","2026-07-14T05:28:46.161Z"
"int_1786983480026_7pd1ut427","6a833393cee036cbf121a839","68ca54d976a72c2aed452f16","sess_21a839_1_1786983479903","view",1,19,,"category_browse","2026-07-14T05:28:58.290Z"
"int_1786983480086_rkowzaj1u","6a833393cee036cbf121a839","68ca54d976a72c2aed452fac","sess_21a839_1_1786983479903","view",1,34,,"category_browse","2026-07-14T05:30:22.724Z"
"int_1786983480144_bgqsb575s","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_2_1786983480143","view",1,181,,"recommendation","2026-07-17T06:14:56.540Z"
"int_1786983480201_uy3z2za3m","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_2_1786983480143","add_to_cart",5,0,,"product_detail","2026-07-17T06:15:59.488Z"
"int_1786983480333_ismskszz2","6a833393cee036cbf121a839","68ca54d976a72c2aed452f05","sess_21a839_2_1786983480143","view",1,43,,"category_browse","2026-07-17T06:16:07.919Z"
"int_1786983480269_s2nknzizu","6a833393cee036cbf121a839","68ca54d976a72c2aed452f58","sess_21a839_2_1786983480143","view",1,41,,"category_browse","2026-07-17T06:16:09.317Z"
"int_1786983480646_1w7pu5stx","6a833393cee036cbf121a839","68ca54d976a72c2aed452fe7","sess_21a839_3_1786983480391","view",1,43,,"category_browse","2026-07-21T06:21:13.686Z"
"int_1786983480452_6mx1s61xh","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_3_1786983480391","view",1,190,,"search","2026-07-21T06:21:16.193Z"
"int_1786983480704_9ooj83xlp","6a833393cee036cbf121a839","68ca54d976a72c2aed452e7a","sess_21a839_3_1786983480391","view",1,26,,"category_browse","2026-07-21T06:21:59.195Z"
"int_1786983480518_1qp5df9jv","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_3_1786983480391","view",1,215,,"recommendation","2026-07-21T06:22:44.656Z"
"int_1786983480582_l98nnao3o","6a833393cee036cbf121a839","68ca54d976a72c2aed452ef9","sess_21a839_3_1786983480391","like",3,0,,"product_detail","2026-07-21T06:23:05.134Z"
"int_1786983480392_s91508zri","6a833393cee036cbf121a839","68ca54d976a72c2aed452e77","sess_21a839_3_1786983480391","view",1,40,,"category_browse","2026-07-21T06:23:20.299Z"
"int_1786983481049_ylm0jms3n","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_4_1786983480768","view",1,234,,"recommendation","2026-07-22T06:42:05.438Z"
"int_1786983481109_bogko4c21","6a833393cee036cbf121a839","68ca54d976a72c2aed452e65","sess_21a839_4_1786983480768","search_click",2,0,,"product_detail","2026-07-22T06:42:34.097Z"
"int_1786983480988_2fzzqc03r","6a833393cee036cbf121a839","68ca54d976a72c2aed452efe","sess_21a839_4_1786983480768","view",1,13,,"category_browse","2026-07-22T06:42:55.757Z"
"int_1786983480923_ga3vwgvi1","6a833393cee036cbf121a839","68ca54d976a72c2aed452fac","sess_21a839_4_1786983480768","view",1,42,,"category_browse","2026-07-22T06:42:57.141Z"
"int_1786983480837_fj8yf5604","6a833393cee036cbf121a839","68ca54d976a72c2aed452e77","sess_21a839_4_1786983480768","view",1,40,,"category_browse","2026-07-22T06:43:23.077Z"
"int_1786983480769_zyfs5tbbu","6a833393cee036cbf121a839","68ca54d976a72c2aed452f05","sess_21a839_4_1786983480768","view",1,24,,"category_browse","2026-07-22T06:44:06.383Z"
"int_1786983481639_pu6ogblb8","6a833393cee036cbf121a839","68ca54d976a72c2aed452fac","sess_21a839_5_1786983481168","view",1,23,,"category_browse","2026-07-25T07:08:14.151Z"
"int_1786983481577_0d8cgh0dk","6a833393cee036cbf121a839","68ca54d976a72c2aed452e62","sess_21a839_5_1786983481168","view",1,36,,"category_browse","2026-07-25T07:08:41.136Z"
"int_1786983481226_x2w4oip7v","6a833393cee036cbf121a839","68ca54d976a72c2aed452f41","sess_21a839_5_1786983481168","view",1,119,,"recommendation","2026-07-25T07:08:47.971Z"
"int_1786983534139_t6r1pseqx","6a833394cee036cbf121a847","68ca54d976a72c2aed452fd2","sess_21a847_0_1786983534138","view",1,39,,"category_browse","2026-07-12T08:47:39.140Z"
"int_1786983534196_i4z6crmzu","6a833394cee036cbf121a847","68ca54d976a72c2aed452fd9","sess_21a847_0_1786983534138","view",1,94,,"recommendation","2026-07-12T08:50:01.556Z"
"int_1786983534261_gofzy1qtx","6a833394cee036cbf121a847","68ca54d976a72c2aed452fd9","sess_21a847_0_1786983534138","like",3,0,,"product_detail","2026-07-12T08:50:11.525Z"
"int_1786983534434_pudyqd78n","6a833394cee036cbf121a847","68ca54d976a72c2aed452e78","sess_21a847_1_1786983534320","view",1,15,,"category_browse","2026-07-14T08:50:41.630Z"
"int_1786983534377_7uymw4ydj","6a833394cee036cbf121a847","68ca54d976a72c2aed452e79","sess_21a847_1_1786983534320","view",1,38,,"category_browse","2026-07-14T08:51:37.182Z"
"int_1786983534320_ogxr2tzpp","6a833394cee036cbf121a847","68ca54d976a72c2aed452e95","sess_21a847_1_1786983534320","view",1,42,,"category_browse","2026-07-14T08:51:41.345Z"
"int_1786983534506_1phxgcnez","6a833394cee036cbf121a847","68ca54d976a72c2aed452ec1","sess_21a847_1_1786983534320","view",1,168,,"recommendation","2026-07-14T08:52:00.882Z"
"int_1786983534574_u7102jdy9","6a833394cee036cbf121a847","68ca54d976a72c2aed452ec1","sess_21a847_1_1786983534320","like",3,0,,"product_detail","2026-07-14T08:52:13.183Z"
"int_1786983494928_r7uoncohr","6a833393cee036cbf121a83b","68ca54d976a72c2aed452fab","sess_21a83b_0_1786983494927","view",1,31,,"category_browse","2026-07-12T16:01:56.472Z"
"int_1786983495069_kqy913ptj","6a833393cee036cbf121a83b","68ca54d976a72c2aed452e79","sess_21a83b_0_1786983494927","view",1,233,,"search","2026-07-12T16:02:26.888Z"
"int_1786983494998_549b706v9","6a833393cee036cbf121a83b","68ca54d976a72c2aed452eb9","sess_21a83b_0_1786983494927","view",1,38,,"category_browse","2026-07-12T16:02:37.556Z"
"int_1786983495145_stg5r3q6r","6a833393cee036cbf121a83b","68ca54d976a72c2aed452fd2","sess_21a83b_1_1786983495145","view",1,91,,"recommendation","2026-07-16T16:49:52.116Z"
"int_1786983495221_y0wby1xls","6a833393cee036cbf121a83b","68ca54d976a72c2aed452f72","sess_21a83b_1_1786983495145","view",1,22,,"category_browse","2026-07-16T16:50:22.393Z"
"int_1786983503310_ey6gra4ei","6a833393cee036cbf121a83f","68ca54d976a72c2aed452eac","sess_21a83f_0_1786983503238","view",1,203,,"search","2026-07-13T13:35:44.296Z"
"int_1786983503378_isxnpfqpj","6a833393cee036cbf121a83f","68ca54d976a72c2aed452eac","sess_21a83f_0_1786983503238","like",3,0,,"product_detail","2026-07-13T13:36:06.822Z"
"int_1786983503515_8wiube8ci","6a833393cee036cbf121a83f","68ca54d976a72c2aed452f02","sess_21a83f_0_1786983503238","view",1,29,,"category_browse","2026-07-13T13:36:20.067Z"
"int_1786983503445_pz1r58pru","6a833393cee036cbf121a83f","68ca54d976a72c2aed452eac","sess_21a83f_0_1786983503238","add_to_cart",5,0,,"product_detail","2026-07-13T13:37:19.395Z"
"int_1786983503239_cuootjq9g","6a833393cee036cbf121a83f","68ca54d976a72c2aed452ee7","sess_21a83f_0_1786983503238","view",1,29,,"category_browse","2026-07-13T13:37:22.249Z"
"int_1786983504034_o7k72jwgv","6a833393cee036cbf121a83f","68ca54d976a72c2aed452f44","sess_21a83f_1_1786983503583","view",1,43,,"category_browse","2026-07-15T13:51:27.962Z"
"int_1786983503584_qy703l1w6","6a833393cee036cbf121a83f","68ca54d976a72c2aed452e62","sess_21a83f_1_1786983503583","view",1,27,,"category_browse","2026-07-15T13:52:28.836Z"
"int_1786983503654_hpfygx8w6","6a833393cee036cbf121a83f","68ca54d976a72c2aed452eac","sess_21a83f_1_1786983503583","view",1,112,,"recommendation","2026-07-15T13:53:25.014Z"
"int_1786983508509_0ql28d9se","6a833393cee036cbf121a841","68ca54d976a72c2aed452ec0","sess_21a841_0_1786983508350","view",1,19,,"category_browse","2026-07-13T23:41:32.749Z"
"int_1786983508437_gl326qlct","6a833393cee036cbf121a841","68ca54d976a72c2aed452f0f","sess_21a841_0_1786983508350","view",1,43,,"category_browse","2026-07-13T23:41:34.228Z"
"int_1786983508351_h8at3ubor","6a833393cee036cbf121a841","68ca54d976a72c2aed452e97","sess_21a841_0_1786983508350","view",1,22,,"category_browse","2026-07-13T23:42:33.712Z"
"int_1786983508580_xa2refb1e","6a833393cee036cbf121a841","68ca54d976a72c2aed452efe","sess_21a841_1_1786983508579","view",1,22,,"category_browse","2026-07-15T23:58:08.811Z"
"int_1786983508652_eb1mo0qld","6a833393cee036cbf121a841","68ca54d976a72c2aed452f58","sess_21a841_1_1786983508579","view",1,17,,"category_browse","2026-07-15T23:58:24.561Z"
"int_1786983508807_jtg7s09xr","6a833393cee036cbf121a841","68ca54d976a72c2aed452fac","sess_21a841_2_1786983508722","view",1,30,,"category_browse","2026-07-17T00:03:16.522Z"
"int_1786983508723_ul27qu6al","6a833393cee036cbf121a841","68ca54d976a72c2aed452e97","sess_21a841_2_1786983508722","view",1,9,,"category_browse","2026-07-17T00:03:22.504Z"
"int_1786983508880_mpkn4dhdo","6a833393cee036cbf121a841","68ca54d976a72c2aed452e63","sess_21a841_3_1786983508880","view",1,45,,"category_browse","2026-07-18T00:46:25.423Z"
"int_1786983508959_qolriorsb","6a833393cee036cbf121a841","68ca54d976a72c2aed452fac","sess_21a841_3_1786983508880","view",1,40,,"category_browse","2026-07-18T00:47:36.526Z"
"int_1786983566620_fftftk6yb","6a833394cee036cbf121a84f","68ca54d976a72c2aed452f94","sess_21a84f_0_1786983566258","view",1,95,,"search","2026-07-14T03:43:25.224Z"
"int_1786983566259_3v4ko8qz7","6a833394cee036cbf121a84f","68ca54d976a72c2aed452eb6","sess_21a84f_0_1786983566258","view",1,28,,"category_browse","2026-07-14T03:43:36.295Z"
"int_1786983566547_gc6tbe7n6","6a833394cee036cbf121a84f","68ca54d976a72c2aed452f51","sess_21a84f_0_1786983566258","view",1,44,,"category_browse","2026-07-14T03:43:55.094Z"
"int_1786983566334_imshckd90","6a833394cee036cbf121a84f","68ca54d976a72c2aed452faf","sess_21a84f_0_1786983566258","view",1,139,5,"search","2026-07-14T03:45:29.125Z"
"int_1786983566404_2wcio0y4x","6a833394cee036cbf121a84f","68ca54d976a72c2aed452faf","sess_21a84f_0_1786983566258","search_click",2,0,5,"product_detail","2026-07-14T03:45:42.142Z"
"int_1786983566474_5vu5voki5","6a833394cee036cbf121a84f","68ca54d976a72c2aed452faf","sess_21a84f_0_1786983566258","add_to_cart",5,0,5,"product_detail","2026-07-14T03:47:02.738Z"
"int_1786983566693_5v2smu0d3","6a833394cee036cbf121a84f","68ca54d976a72c2aed452e63","sess_21a84f_1_1786983566692","view",1,26,,"category_browse","2026-07-18T04:14:16.683Z"
"int_1786983566765_egw6ssjjq","6a833394cee036cbf121a84f","68ca54d976a72c2aed452f63","sess_21a84f_1_1786983566692","view",1,44,,"category_browse","2026-07-18T04:14:55.013Z"
"int_1786983566834_i7w2yjylu","6a833394cee036cbf121a84f","68ca54d976a72c2aed452e65","sess_21a84f_1_1786983566692","view",1,10,,"category_browse","2026-07-18T04:15:43.692Z"
"int_1786983567113_tzs0z2bl3","6a833394cee036cbf121a84f","68ca54d976a72c2aed452efe","sess_21a84f_2_1786983566903","view",1,110,,"search","2026-07-21T04:43:03.152Z"
"int_1786983566971_m38q40rrb","6a833394cee036cbf121a84f","68ca54d976a72c2aed452ec0","sess_21a84f_2_1786983566903","view",1,244,,"recommendation","2026-07-21T04:43:23.626Z"
"int_1786983567041_x18jy48wi","6a833394cee036cbf121a84f","68ca54d976a72c2aed452ec0","sess_21a84f_2_1786983566903","search_click",2,0,,"product_detail","2026-07-21T04:43:30.632Z"
"int_1786983566903_r6oxbjpuf","6a833394cee036cbf121a84f","68ca54d976a72c2aed452f63","sess_21a84f_2_1786983566903","view",1,29,,"category_browse","2026-07-21T04:44:00.738Z"
"int_1786983547884_bxs5g28fx","6a833394cee036cbf121a84b","68ca54d976a72c2aed452faf","sess_21a84b_0_1786983547654","view",1,126,,"recommendation","2026-07-14T06:24:13.420Z"
"int_1786983547807_0ydcavjgk","6a833394cee036cbf121a84b","68ca54d976a72c2aed452ec7","sess_21a84b_0_1786983547654","view",1,25,,"category_browse","2026-07-14T06:24:34.607Z"
"int_1786983547724_gpodwfe65","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e97","sess_21a84b_0_1786983547654","view",1,15,,"category_browse","2026-07-14T06:24:41.521Z"
"int_1786983547959_81hpenne5","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e65","sess_21a84b_0_1786983547654","view",1,32,,"category_browse","2026-07-14T06:25:40.239Z"
"int_1786983547654_t84gr3l6z","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e62","sess_21a84b_0_1786983547654","view",1,17,,"category_browse","2026-07-14T06:25:42.353Z"
"int_1786983548257_qng7wng2r","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e97","sess_21a84b_1_1786983548027","view",1,43,,"category_browse","2026-07-15T07:01:24.397Z"
"int_1786983548107_iotzyyh8h","6a833394cee036cbf121a84b","68ca54d976a72c2aed452f58","sess_21a84b_1_1786983548027","view",1,208,,"search","2026-07-15T07:02:06.745Z"
"int_1786983548184_2cjsc4b0s","6a833394cee036cbf121a84b","68ca54d976a72c2aed452f94","sess_21a84b_1_1786983548027","view",1,38,,"category_browse","2026-07-15T07:02:19.548Z"
"int_1786983548326_3j2bboa79","6a833394cee036cbf121a84b","68ca54d976a72c2aed452fe7","sess_21a84b_1_1786983548027","view",1,25,,"category_browse","2026-07-15T07:02:49.911Z"
"int_1786983548027_d2oqvdyd5","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e62","sess_21a84b_1_1786983548027","view",1,34,,"category_browse","2026-07-15T07:03:05.255Z"
"int_1786983548539_vlm7ggfsa","6a833394cee036cbf121a84b","68ca54d976a72c2aed452ec5","sess_21a84b_2_1786983548396","view",1,26,,"category_browse","2026-07-18T07:45:25.922Z"
"int_1786983548609_gotk5nx4s","6a833394cee036cbf121a84b","68ca54d976a72c2aed452fe7","sess_21a84b_2_1786983548396","view",1,22,,"category_browse","2026-07-18T07:46:12.026Z"
"int_1786983548683_58le5nqt8","6a833394cee036cbf121a84b","68ca54d976a72c2aed452eb9","sess_21a84b_2_1786983548396","view",1,126,,"search","2026-07-18T07:46:43.351Z"
"int_1786983548755_dusqdj1zl","6a833394cee036cbf121a84b","68ca54d976a72c2aed452eb9","sess_21a84b_2_1786983548396","like",3,0,,"product_detail","2026-07-18T07:46:55.857Z"
"int_1786983548396_ofdxn0env","6a833394cee036cbf121a84b","68ca54d976a72c2aed452fd3","sess_21a84b_2_1786983548396","view",1,163,,"recommendation","2026-07-18T07:47:22.060Z"
"int_1786983548471_75ry8jr3d","6a833394cee036cbf121a84b","68ca54d976a72c2aed452fd3","sess_21a84b_2_1786983548396","like",3,0,,"product_detail","2026-07-18T07:47:34.224Z"
"int_1786983548823_4q0oayos6","6a833394cee036cbf121a84b","68ca54d976a72c2aed452eb9","sess_21a84b_2_1786983548396","add_to_cart",5,0,,"product_detail","2026-07-18T07:48:52.080Z"
"int_1786983549044_5a5116s5t","6a833394cee036cbf121a84b","68ca54d976a72c2aed452fe7","sess_21a84b_3_1786983548893","view",1,32,,"category_browse","2026-07-22T08:06:48.733Z"
"int_1786983548969_w5rf7e7ja","6a833394cee036cbf121a84b","68ca54d976a72c2aed452f41","sess_21a84b_3_1786983548893","view",1,33,,"category_browse","2026-07-22T08:06:59.081Z"
"int_1786983548894_xnvf54zno","6a833394cee036cbf121a84b","68ca54d976a72c2aed452e97","sess_21a84b_3_1786983548893","view",1,22,,"category_browse","2026-07-22T08:07:02.645Z"
"int_1786983549336_2630a540u","6a833394cee036cbf121a84b","68ca54d976a72c2aed452f16","sess_21a84b_4_1786983549121","view",1,43,,"category_browse","2026-07-23T08:08:05.887Z"
"int_1786983549122_av1jm612l","6a833394cee036cbf121a84b","68ca54d976a72c2aed452eb5","sess_21a84b_4_1786983549121","view",1,20,,"category_browse","2026-07-23T08:08:09.273Z"
"int_1786983549478_sepnfdog2","6a833394cee036cbf121a84b","68ca54d976a72c2aed452f21","sess_21a84b_4_1786983549121","view",1,135,,"recommendation","2026-07-23T08:09:09.077Z"
"int_1786983560231_zn27acjai","6a833394cee036cbf121a84d","68ca54d976a72c2aed452e65","sess_21a84d_0_1786983560231","view",1,15,,"category_browse","2026-07-14T16:25:13.378Z"
"int_1786983560309_yz75ryjqq","6a833394cee036cbf121a84d","68ca54d976a72c2aed452f21","sess_21a84d_0_1786983560231","view",1,26,,"category_browse","2026-07-14T16:25:24.527Z"
"int_1786983560377_1o42xx2aj","6a833394cee036cbf121a84d","68ca54d976a72c2aed452e62","sess_21a84d_0_1786983560231","view",1,41,,"category_browse","2026-07-14T16:26:25.800Z"
"int_1786983560453_4nqnkldhz","6a833394cee036cbf121a84d","68ca54d976a72c2aed452edb","sess_21a84d_0_1786983560231","view",1,89,,"recommendation","2026-07-14T16:26:58.482Z"
